timestamp,Plant,Power_kW,Voltage,Current,PF
2025-01-01 00:00:00,Plant03,288.9445004411752,421.96924769280133,22.07225560112398,0.930720664789804
2025-01-01 00:01:00,Plant03,427.9320852203018,386.8764015380701,49.132658814895386,0.9891625666762598
2025-01-01 00:02:00,Plant03,287.35213881645814,408.0401012613219,34.20821240772788,0.9714324876722407
2025-01-01 00:03:00,Plant01,426.7718127792434,441.1787366656315,47.398821169689995,0.9121325321875378
2025-01-01 00:04:00,Plant02,519.8174142189333,446.8814766292793,23.694593905003657,0.9771728659593453
2025-01-01 00:05:00,Plant01,370.688466867026,403.4918788343904,30.085613401278408,0.8816173718815401
2025-01-01 00:06:00,Plant03,204.65697042240438,420.37830237281537,47.04742017598851,0.9753481289380268
2025-01-01 00:07:00,Plant03,456.37976200841865,396.556872940754,28.971284116200508,0.8765908401147768
2025-01-01 00:08:00,Plant02,520.3540803781178,382.95948284693156,38.61801698600183,0.8978384776517516
2025-01-01 00:09:00,Plant03,575.5149619599893,444.3829907799803,31.92160835179503,0.9355406043082269
2025-01-01 00:10:00,Plant01,441.7275772185246,417.6870054826669,24.54851502156712,0.9336124862177122
2025-01-01 00:11:00,Plant02,381.48576626212525,397.04519923236415,47.7835375081595,0.8563994175802416
2025-01-01 00:12:00,Plant01,311.66541834869275,413.99110115126734,29.7665642112863,0.8540497703053617
2025-01-01 00:13:00,Plant01,302.2219390142539,430.9850959721059,30.206375489486728,0.8359147904163247
2025-01-01 00:14:00,Plant03,440.96755715421233,423.90681871942706,35.596978660269976,0.8124567579800038
2025-01-01 00:15:00,Plant02,390.76461106946203,434.3281526584263,36.006441435212025,0.83287127739314
2025-01-01 00:16:00,Plant02,576.0706414346528,424.4381792272789,28.342326637959793,0.8185300025810673
2025-01-01 00:17:00,Plant03,282.64387563254513,428.0665026874573,44.83350106282764,0.8802858496125113
2025-01-01 00:18:00,Plant03,226.13754915392983,428.2756566619513,26.93662209498792,0.9100465832568595
2025-01-01 00:19:00,Plant01,420.17662861544545,384.56657478103,40.86188229782701,0.9221915548645587
2025-01-01 00:20:00,Plant02,261.93483844810095,428.73929055653616,32.12205420910407,0.8399936249819614
2025-01-01 00:21:00,Plant03,465.26477764931633,427.3158944962696,30.75386125701496,0.9665654215793951
2025-01-01 00:22:00,Plant03,533.5355294746032,439.4989155174984,27.791853448971167,0.9337477481217962
2025-01-01 00:23:00,Plant01,322.22568258455914,429.3411862773621,26.972586198656384,0.8424107559299641
2025-01-01 00:24:00,Plant03,509.622568186028,383.2764385108,43.36516728739041,0.8417448253231059
2025-01-01 00:25:00,Plant03,308.81338121639646,425.194694791395,20.487531524551233,0.9723004777973292
2025-01-01 00:26:00,Plant03,574.8945620172688,410.83545521003464,36.98913910429704,0.8834673762475084
2025-01-01 00:27:00,Plant01,200.2740415163637,423.73949035888097,47.1032582602361,0.861234963376101
2025-01-01 00:28:00,Plant03,565.9296427756858,395.7959616208436,35.78751526617753,0.9691938249226947
2025-01-01 00:29:00,Plant03,226.5702279005522,444.38035512131626,34.738743135684985,0.8751339694317016
2025-01-01 00:30:00,Plant01,404.3473026844233,415.51904988455163,36.73222603298106,0.9177359573185238
2025-01-01 00:31:00,Plant03,221.17629378290627,382.2543904001659,30.82191422194453,0.9445427642976318
2025-01-01 00:32:00,Plant03,570.7681481493339,403.19477269015175,22.94989693620541,0.9770856602159349
2025-01-01 00:33:00,Plant02,442.2060012240594,391.5439807714081,46.31395324013627,0.9625894548502396
2025-01-01 00:34:00,Plant03,397.04804627360664,404.7332175289479,45.82404886241447,0.8740495104341256
2025-01-01 00:35:00,Plant02,545.3839196001579,417.55773636109274,45.20622103940707,0.9489854027117746
2025-01-01 00:36:00,Plant02,309.7056191464659,398.2501767601638,46.25170817119702,0.9746606124778804
2025-01-01 00:37:00,Plant03,533.0318818246399,435.38591743698873,31.89822173962298,0.9653835307762412
2025-01-01 00:38:00,Plant02,519.6826136362997,425.228534776322,30.479487508834413,0.8007874213869857
2025-01-01 00:39:00,Plant01,531.1568044516805,418.1285496347357,47.895454150392084,0.8546595211314445
2025-01-01 00:40:00,Plant01,298.5745909752868,405.29017877651864,28.994637778532205,0.9748664469736059
2025-01-01 00:41:00,Plant02,465.2863999309784,385.8567899177546,33.20306209664874,0.8718996658370743
2025-01-01 00:42:00,Plant02,487.9156416677892,390.9010928752174,43.51420347066851,0.8000046942377679
2025-01-01 00:43:00,Plant01,353.1444964717957,394.70561690975137,25.79817313849412,0.9305787509205643
2025-01-01 00:44:00,Plant03,378.79383734258704,402.9285103788395,27.526969354483715,0.8620536231679422
2025-01-01 00:45:00,Plant01,377.4948276097273,449.66169512909585,31.691803533276595,0.8879361133398326
2025-01-01 00:46:00,Plant02,482.03888047162906,385.9255321057764,32.81615723720685,0.8958269898964833
2025-01-01 00:47:00,Plant02,446.0479183833007,396.600870479274,40.280956115449854,0.9294144040454966
2025-01-01 00:48:00,Plant01,504.0619300136211,438.9806945428637,41.61179435338427,0.8892437477215983
2025-01-01 00:49:00,Plant02,477.25263125080784,393.3174647840609,24.172718555411524,0.9427155783291306
2025-01-01 00:50:00,Plant01,359.5112585010569,385.0246393379993,32.396036196180034,0.8866722808769381
2025-01-01 00:51:00,Plant02,568.9246695444622,432.719310349522,31.831585461165194,0.9315412390719299
