timestamp,FurnaceTemp,ProcessLoad,SteamFlow,Electricity,GasFlow
2025-01-01 00:00:00,1345.6139295536898,76.54517765675148,16.97450756002259,212.54044634846454,48.42852441700791
2025-01-01 00:01:00,1354.4765828188397,79.7079529887692,15.618112372079493,208.98763022632434,45.437788716347775
2025-01-01 00:02:00,1346.691016139342,81.87231343043325,16.504808511131245,197.64182205985037,47.655055842019415
2025-01-01 00:03:00,1355.7398005518355,75.6007414931702,14.741902142973279,215.03579852254956,47.04681467117785
2025-01-01 00:04:00,1363.2978860942808,77.25448603910652,16.682189411284302,216.15795342517097,47.77196280214581
2025-01-01 00:05:00,1364.4653754449275,83.43927965721444,16.664517927117842,210.07740181376235,48.22092290861501
2025-01-01 00:06:00,1336.5612854312005,78.24792924996942,14.433494709926295,196.4679244894758,51.75002386153658
2025-01-01 00:07:00,1336.594839664776,77.59840959375603,18.221437011719313,201.12449905522843,49.58935605077941
2025-01-01 00:08:00,1351.7570112546111,76.03657064237377,17.389568046296183,207.64469069861536,46.29532373058119
2025-01-01 00:09:00,1338.8292730654234,79.76799898046792,15.637276173136724,217.30654048466505,49.255530794282485
2025-01-01 00:10:00,1343.9889965518482,80.16116452104052,15.87030639981246,216.82501600072143,44.17158208149479
2025-01-01 00:11:00,1333.3973495589892,75.9061171165161,15.707943859046651,205.6945066578243,46.599084698318435
2025-01-01 00:12:00,1332.5583712849723,82.00260977620967,17.361202997180467,204.92913798439238,45.08149301825167
2025-01-01 00:13:00,1353.187137105057,76.3481516822321,15.348539748652128,218.9667171083118,46.14130035292445
2025-01-01 00:14:00,1325.4327710983177,81.16123407961948,16.869071328042104,208.06424797946235,46.756485245443635
2025-01-01 00:15:00,1343.7407770634707,73.13823162038696,15.81970703719785,203.8764411735441,49.687152660244166
2025-01-01 00:16:00,1341.7242179044881,75.4562331170292,13.914249072593254,212.25861187304395,48.64719086447279
2025-01-01 00:17:00,1329.5211571363616,79.35621296103724,16.821988284294168,201.4373643441811,45.47383059821272
2025-01-01 00:18:00,1352.5464901161622,79.30644362949475,16.339409660217125,213.1131898044855,46.00391485730546
2025-01-01 00:19:00,1345.6056686685274,80.66302622657777,14.6736191058828,211.03223354552134,45.71290644317149
2025-01-01 00:20:00,1344.8927636513724,75.70434485430121,14.446307943100862,209.24201405672557,49.10987579822494
2025-01-01 00:21:00,1347.8768221926425,81.36554968340963,15.673973331069488,216.77910620291252,49.90281173495249
2025-01-01 00:22:00,1340.38583451103,78.62147394011681,15.790930504371845,208.12755656898676,48.80411016792212
2025-01-01 00:23:00,1358.2617534461915,80.64075811274459,16.862472682400462,217.50110903933245,48.132618963342885
2025-01-01 00:24:00,1354.1463714062465,81.43255031583367,13.50945926154123,202.67298688743494,48.79803652698027
2025-01-01 00:25:00,1338.7597507059056,82.64807478220708,16.339430625129566,209.6287589665988,44.97957059367667
2025-01-01 00:26:00,1367.2210740423034,78.0197522367854,17.06320855868456,211.07246282958923,46.20762189726222
2025-01-01 00:27:00,1367.884901544137,78.46991286524236,15.1284095689206,204.43760766414087,47.350852568127614
2025-01-01 00:28:00,1350.596450158865,76.66224017691835,15.668977802565943,209.0158513789518,48.50510422556728
2025-01-01 00:29:00,1334.4052723938662,76.86187945302686,18.055076548254274,213.03312020767802,47.642867280185904
